,ID,URL,Titre,Chapeau,Description,Description de la date,Nom du lieu,Adresse du lieu,Code postal,Ville,Coordonnées géographiques,Type de prix,Type d'accès,audience,group,locale,Month_debut,Year_debut,Month_fin,Year_fin
18,67804,https://www.paris.fr/evenements/corita-kent-la-revolution-joyeuse-au-college-des-bernardins-67804,"Corita Kent : la révolution joyeuse, au Collège des Bernardins","Le Collège des Bernardins accueille ""Corita Kent. La révolution joyeuse"", première exposition en France dédiée à l'artiste américaine Corita Kent (1918-1986), connue sous le nom de Sister Mary Corita. Son œuvre est à l'image de son parcours atypique : à la fois audacieuse, militante et pédagogue. À travers le regard de Corita Kent, c’est une époque à redécouvrir, celle des États-Unis des années 1950 à 1980.","<p>« Corita Kent. La révolution joyeuse » réunit plus de trente œuvres d’art originales de l'artiste américaine Corita Kent (1918-1986), présente une installation de Catching Sight, de la série d’expositions du Corita Art Center, comprenant une sélection de diapositives 35 mm rarement vues réalisées par Corita Kent, ainsi qu’un important dispositif présentant son travail, sa vie, son œuvre.</p><h2>La sérigraphie, un médium artistique au service de l’amour et de la foi</h2><p>Corita Kent fait le choix de la technique de la sérigraphie, qu’elle contribue à faire reconnaître comme un médium artistique à part entière. Ainsi, ses créations transmettent au plus grand nombre ses messages d'amour et de foi. Ses sérigraphies, audacieuses et colorées, combinent <strong>des images tirées de la publicité et de journaux avec des textes allant de versets bibliques à des slogans, des paroles de chansons et de la littérature.</strong> Dans le contexte des années 1960 et 1970, l’émancipation de la jeunesse, l’affirmation des mouvements féministes, l’émergence des courants de la contre-culture artistique américaine, la profusion des codes de la société de consommation sont pour Corita Kent des sources d’inspiration. Au cours des années 60, son travail se teinte d'un engagement plus politique, incitant les spectateurs à réfléchir à la pauvreté, au racisme, à la guerre et aux injustices sociales.</p><h2>Une femme ancrée dans la société américaine</h2><p>Grâce à la collaboration avec le Corita Art Center, une trentaine d’œuvres originales de ses productions sérigraphiques seront exposées. Cette technique, érigée en médium artistique, lui permet en effet une reproduction en masse de ses visuels et de ses messages de paix. <strong>La sélection de photographies, diffusée grâce à des visionneuses de diapositives, dans le respect des consignes laissées par Corita Kent,</strong> sont prises principalement par Corita entre 1955 et 1968. Ces photographies rares donnent un aperçu de sa vie et de sa pratique artistique alors qu'elle était professeur et directrice du département d'art du Collège du Cœur Immaculé, et documentent l'histoire peu connue de la communauté d'étudiants, d'enseignants et de l'Ordre du Cœur Immaculé de Marie qui ont appris et enseigné dans ce collège autrefois renommé.</p><section>
  <h2></h2>
  <p>L’exposition “Corita Kent. La révolution joyeuse” est également au cœur du Festival des Bernardins OPUS 6, <em>Ora et labora</em>, qui propose en plus de l’exposition des conférences, des projections de films, des concerts et des ateliers Jeune public sur le thème de l’amour, de la joie, de la guerre…</p>
</section>",gratuit,Collège des Bernardins,20 rue de Poissy,75005,Paris,"48.8488589827199, 2.35228096244498",gratuit,non,Tout public.,Aucun,fr,October,2024,December,2024
19,67844,https://www.paris.fr/evenements/trablos-67844,Trablos,"Entre paysages sonores et témoignages intimes, Trablos est une déambulation libanaise au cœur de Tripoli.","<p>Mêlant musique enregistrée dans des lieux emblématiques comme le hammam Ezzeddine ou l’église arménienne de Beit El Fan à des captations sonores dans les souks et les rues, le violoniste Robin Antunes et le guitariste Benjamin Garson nous donnent à entendre le pouls de cette ville et de ses habitants. Avec des instruments souvent préparés, ils explorent de nouvelles textures, ouvrent un nouvel imaginaire vers une nouvelle musique traditionnelle. Les cordes sont tour à tour chaudes ou percussives, le rythme lent ou cadencé, écho poétique à la situation instable du pays.</p><p>avec : <strong>Robin Antunes</strong>, violon, quinton préparé, <strong>Benjamin Garson</strong>, guitare, guitare préparée</p>",payant,Atelier du Plateau,7 rue du Plateau,75019,Paris,"48.8784909801923, 2.38498496934074",payant,conseillée,Tout public.,Aucun,fr,November,2024,November,2024
20,67869,https://www.paris.fr/evenements/migrations-une-odyssee-humaine-l-expo-au-musee-de-l-homme-67869,"« Migrations, une odyssée humaine », l'expo au Musée de l'Homme","Le Musée de l’Homme est un lieu qui explore les racines et l’avenir de l’humanité. Dans la ligne des
grandes expositions portant sur des sujets de sociétés, qu’il produit depuis sa réouverture en
2015, comme Nous et les autres, des préjugés au racisme (en 2017), il investit aujourd’hui la
question des migrations humaines. Les multiples approches qui sont convoquées - anthropologie,
démographie, archéologie, génétique, sociologie, droit, géographie, et histoire - ainsi que les
divers supports exposés (objets caractéristiques des migrations, témoignages, films pédagogiques,
documents d’archives, œuvres d’art…) fournissent des clés de compréhension essentielles pour
saisir la complexité des phénomènes migratoires, à l’échelle de la planète et sur le temps long.","<h2>Représenter les migrations</h2><p>Le premier espace de l’exposition est consacré aux perceptions, aux représentations et aux idées reçues qui entourent les mouvements migratoires. Alors que les profils des personnes en migration diffèrent considérablement en fonction des époques, les stéréotypes qui leur sont attachés se répètent invariablement : les migrations sont associées à l’idée de menace, d’invasion, de submersion. Elles sont perçues comme incontrôlables et imprévisibles alors même qu’elles sont une réalité durable et constante : au total 96 % des humains vivent dans leur pays de naissance. Un chiffre stable depuis plusieurs décennies…</p><h2>Etat des lieux des migrations</h2><p>La deuxième partie de l’exposition dresse un état des lieux des migrations actuelles. Les causes de départ, les trajectoires, les profils des personnes en migration sont multiples, et le migrant archétypique : masculin, jeune, pauvre et non diplômé, est loin de représenter une majorité dans les faits. Aujourd’hui, 48 % des migrants sont des migrantes, et les causes des départs (économiques, politiques, climatiques, familiales, éducatives, ou récréatives) sont diverses et souvent imbriquées. Révélatrice des inégalités sociales, économiques et environnementales qui règnent au sein de la population mondiale, la migration est encouragée pour les uns, dépréciée pour les autres. L’exposition permet de partager ces différents vécus, incarnés par des témoignages et de nombreuses productions artistiques.</p><h2>Migrations et évolutions</h2><p>Cette dernière partie de l’exposition ouvre une fenêtre sur notre passé lointain, pour rappeler que dès son émergence il y a 300 000 ans, Homo sapiens n’a cessé de se déplacer, de se disperser sur l’ensemble du globe terrestre. Il suit en cela la dynamique de l’entièreté du vivant, assurant sa pérennité : sans mouvement, il n’y a tout simplement pas de vie ! Partie d’Afrique, l’espèce humaine s’est construite à travers les rencontres, les échanges, les métissages qu’elle a provoqués au cours de ses cheminements. Dans toutes les directions et à toutes les époques, les humains avancent, laissant sur leur chemin les traces de leurs gènes, de leurs cultures, de leurs idées. Nous sommes tous les fruits de ces mouvements : nos sociétés, nos langues, nos gènes et même nos traditions culinaires en témoignent.</p>",payant,Musée de l'Homme,"17, place du Trocadéro",75016,Paris,"48.8627138288854, 2.28248596074702",payant,conseillée,Tout public.,Aucun,fr,November,2024,June,2025
23,44694,https://www.paris.fr/evenements/paris-sport-familles-jeux-d-eveil-motricite-au-gymnase-blanqui-44694,Paris sport familles : jeux d'éveil / motricité au gymnase Blanqui,"Une offre qui permet aux parents et à leurs enfants âgés de 3 à 7 ans de pratiquer diverses activités gratuitement, les samedis et dimanches, sans nécessité de réservation préalable. Cette offre exclusive est réservée aux familles parisiennes.","<p><strong>Chaque dimanche</strong>, la Ville de Paris vous invite à profiter d'un créneau d'activités <strong>jeux d'éveil / motricité</strong> au gymnase Blanqui, tout au long de l'année.</p><section>
  <h2>Horaire du créneau :<br></h2>
  <p>de 10h00 à 12h00<br></p>
</section>
<p><a href=""https://www.paris.fr/comment-faire-du-sport"">Tout savoir sur les dispositifs sportifs de la ville de Paris</a></p>",gratuit,Gymnase Auguste Blanqui,26 boulevard Auguste Blanqui,75013,Paris,"48.830604999713, 2.35189497580373",gratuit,non,Public enfants. A partir de 3 ans. Jusqu'à 7 ans.,Activités DJS,fr,September,2024,July,2025
25,68214,https://www.paris.fr/evenements/le-vivier-x-theatre-el-duende-en-route-pour-une-4eme-edition-68214,Le Vivier X Théâtre El Duende : En route pour une 4ème édition,"Le festival Vivier X Théâtre El Duende revient les 23 et 24 novembre 2024 pour une 4ème édition, explorant inclusion, écologie et féminisme sous le thème « De Soi à l'Autre ».","<p>Le Vivier X Théâtre El Duende revient pour une 4ème édition les 23 et 24 novembre 2024 au Théâtre El Duende. Ce festival pluridisciplinaire, devenu un rendez-vous incontournable de la scène artistique engagée, propose cette année une immersion profonde et authentique autour du thème « De Soi à l’Autre : Quand les Frontières Deviennent des Ponts ». Pendant deux jours, le Vivier invite à la réflexion sur des enjeux humains essentiels à travers l’art, en transformant les limites qui nous séparent en points de connexion.</p><h3>Un festival artistique et engagé</h3><p>Depuis sa création, le Vivier s’est imposé comme un espace de dialogue unique où l’art devient un vecteur de prise de conscience sur les grands enjeux de notre époque. Cette année encore, le festival ne déroge pas à sa vocation, en s’intéressant aux frontières – qu’elles soient physiques, sociales ou intimes – pour en faire des opportunités de rencontre. L’édition 2024 explore avec finesse des thèmes aussi variés que l’inclusion, l’écologie et le féminisme, offrant une plateforme pluridisciplinaire où chaque voix peut s’exprimer.</p><h3>Un programme pour tous</h3><p>Le festival est conçu pour être un espace ouvert à tous, mêlant réflexion profonde et convivialité, dans une atmosphère familiale. Les performances artistiques, expositions, ateliers et spectacles sont pensés pour susciter l’émotion et la réflexion tout en favorisant les échanges intergénérationnels.</p><p><strong>Samedi 23 novembre : Exploration des frontières et des luttes</strong></p><p>Le premier jour du festival sera entièrement dédié à l’exploration des frontières sous toutes leurs formes. Ces frontières, qu’elles soient géographiques, sociales ou culturelles, sont souvent perçues comme des barrières infranchissables, mais le Vivier propose de les voir comme des ponts. Cette journée mettra en lumière les thèmes des migrations, des dynamiques intergénérationnelles, des frontières de genre, et des luttes pour l’inclusion.</p><p>Les performances du samedi offriront une réflexion sur la manière dont nous pouvons transformer ces tensions en espaces de dialogue. À travers des spectacles de danse, des représentations théâtrales et des expositions interactives, les artistes inviteront le public à reconsidérer les divisions du monde moderne. La notion de communauté sera au cœur de cette journée, rappelant que malgré les différences apparentes, nous partageons tous une humanité commune.</p><p><strong>Dimanche 24 novembre : Les Amazones Vertes, une ode à l’écologie et au féminisme</strong></p><p>Le dimanche, le festival mettra à l’honneur les femmes et leur lien puissant avec la nature, en se concentrant sur le thème des Amazones Vertes. Inspirée par la pionnière de l’éco-féminisme, Françoise d’Eaubonne, cette journée sera un hommage à celles qui, à travers l’histoire et encore aujourd’hui, luttent pour un monde plus juste et plus durable.</p><p>Les performances et ateliers de ce jour mettront en avant la force des femmes et leur rôle crucial dans la préservation de l’environnement. À travers des ateliers de réflexion, des concerts et des performances théâtrales, le public sera invité à réfléchir à l’interconnexion entre l’écologie et le féminisme, rappelant que la lutte pour l’égalité et celle pour la protection de la planète sont intimement liées.</p><p>Le festival se conclura par une veillée dédiée à la parole libre, où les participants pourront partager leurs pensées, leurs ressentis, et peut-être même leurs histoires personnelles. Ce moment sera une invitation à redéfinir les frontières non plus comme des obstacles, mais comme des espaces de rencontre et de dialogue.</p><h3>Une expérience accessible</h3><p>Le festival Le Vivier s’engage à rester accessible à tous, avec des tarifs modulés pour permettre au plus grand nombre de participer à cet événement unique. Le prix libre est fixé à partir de 25 euros pour une journée ou 40 euros pour l’ensemble du festival, offrant à chacun la possibilité de soutenir l’événement à la hauteur de ses moyens. Des tarifs réduits sont également proposés pour les enfants de moins de 11 ans, et l’entrée est gratuite pour les enfants de moins de 4 ans, afin de faire de ce festival un moment convivial et familial.</p><h4>Réservez dès maintenant</h4><p>Le Vivier X Théâtre El Duende vous attend pour un week-end d’art, de partage et de réflexion autour de grands thèmes sociétaux. Pour réserver vos places ou pour obtenir plus d’informations sur le programme, rendez-vous directement auprès de la Compagnie des Criarts ou sur le site officiel du Théâtre El Duende.</p>",payant,Théâtre El Duende,23 Rue Hoche,94200,Ivry-sur-Seine,"48.8109979, 2.3781658",payant,obligatoire,Tout public.,Aucun,fr,November,2024,November,2024
26,49516,https://www.paris.fr/evenements/exposition-il-faut-sauver-le-joba-mena-enquete-a-madagascar-49516,Exposition · Il faut sauver le Joba Mena : enquête à Madagascar,"Partez à l'aventure à la recherche d'une espèce en danger critique d’extinction : le Joba Mena, poisson d’eau douce de Madagascar. L'Aquarium tropical vous plonge au cœur d'une enquête passionnante sous forme d'exposition immersive à vivre en famille !","<p>Basée sur une histoire vraie, celle d’une grande enquête 
internationale qui démarra en novembre 2012 au zoo de Londres, 
l’exposition nous entraine de Londres à Madagascar, pour un récit 
palpitant qui est aussi une aventure humaine extraordinaire entre 
scientifiques, aquariophiles et habitants de la grande île rouge.</p><p>Au cours de cette expédition de trois semaines, ils ont parcouru des 
kilomètres de routes et inspecté sept rivières à la recherche d'un 
poisson femelle Joba Mena, dans le seul et unique but de constituer une 
population de secours qui pourrait potentiellement sauver cette espèce 
en danger critique d'extinction.</p><p>Dans une scénographie immersive et ludique à l’esthétique de bande 
dessinée d’aventure, les visiteurs sont invités à rejoindre cette 
mission de sauvetage aux côtés de Brian Zimmerman, conservateur de 
l'aquarium du Zoo de Londres et initiateur de cette aventure. <br></p>",gratuit sous condition,Aquarium Tropical du Palais de la Porte Dorée,"293, avenue Daumesnil",75012,Paris,"48.8346379943353, 2.40958602279872",gratuit sous condition,conseillée,"Public enfants, jeunes et adultes. A partir de 7 ans.",Musées,fr,November,2023,August,2025
30,68804,https://www.paris.fr/evenements/danny-elfman-s-music-from-the-films-of-tim-burton-au-zenith-de-paris-68804,Danny Elfman & Tim Burton : Le Concert Symphonique,"Après sept années d'absence, le compositeur culte hollywoodien Danny Elfman revient en France pour se produire sur scène, interprétant plusieurs chansons du film L'Étrange Noël de Monsieur Jack, en plus d'une rétrospective complète de ses musiques pour le réalisateur Tim Burton !","<p>Après les passages triomphaux à Londres au Royal Albert Hall et au Wembley Arena, et après les représentations exceptionnelles au Grand Rex de Paris en 2015, le compositeur revient aux côtés du prestigieux Orchestre et Choeur Colonne, dirigé par son chef attitré John Mauceri.<br><strong>Retrouvez sur scène un orchestre et choeur de plus de 100 personnes, interprétant la musique des films avec extraits sur écran géant, en plus d'illustrations originales directement issus des archives de Tim Burton !</strong></p><ul><li>L'Étrange Noël de Mr Jack</li><li>Batman</li><li>Batman Returns</li><li>Les Noces Funèbres</li><li>Charlie et la chocolaterie</li><li>Beetlejuice</li><li>Sleepy Hollow</li><li>Mars Attacks !</li><li>Alice au pays des merveilles</li><li>Edward aux mains d'argent</li><li>Dark Shadows</li><li>Big Fish…</li></ul><p><br>En bonus inédit, découvrez pour la première fois la musique de la série co-créée par Tim Burton, Wednesday, interprétée par l'orchestre complet, mais aussi un solo extraordinaire de la violoniste américaine Sandy Cameron sur le film Edward aux mains d'argent.<br>Un show extraordinaire pour tous les passionnés du cinéma de Tim Burton et de la musique de Danny Elfman, en présence du compositeur après plusieurs tournées mondiales acclamées par la critique !</p><iframe src=""https://www.youtube.com/embed/KaBUuqw8dig?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>",payant,Le Zénith de Paris,211 avenue Jean Jaurès,75019,Paris,"48.8922462, 2.3878126",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 6 ans.",Agenda,fr,December,2024,December,2024
31,68978,https://www.paris.fr/evenements/soiree-duel-d-impro-versus-avec-la-ligue-majeure-d-improvisation-68978,Soirée duel d'Impro Versus avec la Ligue Majeure d'improvisation,"Dans le cadre du temps fort jeunesse consacré à l'oralité, venez passer une soirée festive ! Au programme, duels de mots autour des grandes figures de la création jeunesse !","<p>Dans Versus, deux improvisateurs de la <a href=""https://ligue-improvisation.com/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Ligue Majeure</a> s’affrontent
sur les thèmes du public pour départager qui de l’un ou de l’autre manie le
mieux l’art de la langue et celui de l’improvisation.</p><p>Ce duel sera placé sous le signe de la jeunesse et les
comédien.ne.s s’affronteront donc à la manière des auteurs, dessinateurs
et réalisateurs qu’affectionnent nos jeunes générations.</p><p><strong>Pour adultes et adolescents (dès 10 ans). Sur inscription auprès de la bibliothèque à partir du 23 novembre 2024.</strong><br></p>",gratuit,Bibliothèque Arthur Rimbaud,2 place Baudoyer,75004,Paris,"48.8561879931279, 2.35569298377061",gratuit,obligatoire,Public jeunes et adultes. A partir de 10 ans.,Bibliothèques,fr,December,2024,December,2024
33,69128,https://www.paris.fr/evenements/samuel-olayombo-transposition-galerie-zidoun-bossuyt-69128,"Samuel Olayombo: Transposition, Galerie Zidoun-Bossuyt","La Galerie Zidoun-Bossuyt a le plaisir d’annoncer la prochaine exposition de l’artiste nigérian Samuel Olayombo : Transposition, qui se déroulera à Paris du 28 septembre au 9 novembre 2024.","<p>Vernissage le samedi 28 septembre 2024 entre 14h et 19h.</p><p>Pour sa deuxième exposition personnelle à la Galerie Zidoun-Bossuyt, Samuel Olayombo
s’immerge dans l’univers du jazz, un genre musical qui fusionne magistralement les influences
ouest-africaines et européennes, créant ainsi une expérience esthétique à la fois unique et
transformative. En revisitant l’histoire du jazz, Olayombo a découvert que les grands maîtres du
genre ont toujours puisé leur inspiration chez leurs prédécesseurs : Duke Ellington vénérait James
P. Johnson, Billie Holiday était influencée par Bessie Smith, Charlie Parker admirait Buster Smith,
et John Coltrane s’inspirait de Johnny Hodges, parmi tant d’autres. Cette révélation a profondément
résonné en lui, reflétant son propre parcours artistique nourri par une multitude d’influences. Dans
ses œuvres, cette richesse se traduit par l’association de motifs de scarification ouest-africains avec
des nuances de rose, défiant ainsi les perceptions traditionnelles de l’esthétique africaine et invitant
à une relecture contemporaine de ces codes visuels.</p><p>Samuel Olayombo utilise des huiles, des acryliques, du charbon de bois et des pastels pour créer
des toiles vibrantes et de grand format, principalement des portraits masculins non normatifs. Avec
un couteau à palette, il transmet des textures de peau complexes et tridimensionnelles, rendant
hommage à des artistes classiques tels que Vincent Van Gogh, Arja Välimäki, El-Dragg Okwoju,
Joshua Mensirionye, Barkley L. Hendricks et Vittu Samuel. Sa fascination pour les cicatrices
présentes dans certaines cultures Yoruba, ainsi que pour la masculinité, les constructions sociales
du genre et l’égalité des sexes, sont les principaux thèmes qu’il explore dans ses compositions.
Ayant grandi avec cinq sœurs dans une société patriarcale, son choix de couleurs, préférant des
teintes traditionnellement «féminines» pour représenter ses sujets masculins apparemment «bruts»,
est influencé par cette expérience.</p>",gratuit,Zidoun-Bossuyt Paris,"51, Rue de Seine",75006,Paris,"48.8550120121124, 2.33688600470168",gratuit,non,Tout public.,Aucun,fr,September,2024,November,2024
38,64882,https://www.paris.fr/evenements/exposition-les-9-vies-extraordinaires-de-la-princesse-gaya-64882,Exposition : les 9 vies extraordinaires de la princesse Gaya,Une promenade visuelle dans ce conte grandiose qui suit la Princesse Gaya dans différentes époques et différents pays - un projet de Régis Lejonc avec les éditions Little Urban.,"<p><strong>En partenariat avec les éditions Little Urban et dans le cadre du temps fort ""Des mots à la bouche"", venez visiter ce conte original imaginé par neuf autrices et auteurs de renom autour des illustrations de Régis Lejonc pour retracer, à travers les siècles, les 9 vies extraordinaires de la princesse Gaya</strong>.</p><p>En lien avec cette exposition, participez à <strong>un atelier Mots dits mots écrits autour de l'exposition le samedi 30 novembre de 10h à 12h tout public à partir de 9 ans</strong>.</p><p>Au départ de cet incroyable projet, il y a l'envie de Régis Lejonc de <strong>raconter une épopée merveilleuse pleine de rebondissements</strong>, ""une sorte de blockbuster littéraire"" comme il le dit lui-même. <br>puis il y a le partage de cette envie avec des auteurs et autrices choisis. Et aussi c'est un projet de partenariat inédit avec un éditeur - <strong>Litte Urban</strong> - qui a permis de réaliser une oeuvre littéraire hors norme : une histoire autour d'un personnage central inventée par neuf auteurs différents, mise en images par un seul illustrateur, <strong>Régis Lejonc</strong>.</p><p><strong>Les chats ont neuf vies dit-on … Gaya aussi.</strong> À partir du moment où <strong>la règle proposée par Régis Lejonc consistait à raconter les neuf vies d'un même personnage</strong>, il a été simple d'imaginer que la mort ferait partie du jeu. Chaque auteur aurait à inventer les situations de cette tranche de vie.</p><p><strong>Le cadre de Régis Lejonc a été que Gaya vive chacune de ses vies dans un siècle précis et dans une culture différente.</strong></p><p>Sa première vie se passe au Moyen-Âge, en Bavière au XIIIème siècle. Ensuite ce sont les envies de lecteurs de Régis Lejonc ainsi que ses goûts personnels et sa culture qui ont présidé aux choix. Cela va des films de sabre chinois comme Tigre et Dragon à l'Heroic Fantasy en passant par Alice au pays des merveilles, Peter Pan, Aguirre, ou la colère de Dieu, Lîle au trésor, jusqu'à l'étrangeté du vaudou africain ou haïtien, les fées de Cottingley, le chamanisme amérindien et les livres de Carlos Castaneda.</p><p><strong>Le choix de la forme du conte s'est imposé avec la première vie du personnage</strong> : Gaya, victime innocente d'un sortilège. Les ingrédients de ce chapitre et surtout son écriture en ont fait un conte. pour autant le ton du conte n'a jamais été imposé par la suite.</p><p><strong>Les auteurs et autrices de ce livre choral sont Annie Agopian, Fred Bernard, Anne Cortey, Alex Cousseau, Anne Jonas, Henri Meunier, Ghislaine Roman, Cecile Roumiguière, Thomas Scotto.</strong></p><p>Gaya est une sorte de super-héroïne qui montre aussi les récurrences, à travers différentes époques et différents lieux, de la place et du sort réservé aux femmes. <strong> </strong></p><p><strong>Les très beaux récits autour de ce personnage d'une force incroyable et d'une fragilité extrême s'adressent à tout public lecteur à partir de 6-7 ans, et chacun au fil des lectures et relectures y découvrira de nouvelles subtilités, tant dans le texte que dans les illustrations qui introduisent merveilleusement à tous ces univers. </strong></p><p><br></p><p><br></p><p><br></p>",gratuit,Bibliothèque André Malraux,112 rue de Rennes,75006,Paris,"48.847914, 2.327471",gratuit,non,Public jeunes et adultes. A partir de 9 ans.,Bibliothèques,fr,November,2024,January,2025
