name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,more_kids_friendly_weighted_sentiment,proche_park,kids_friendly_sentiment,kids_mentions_count,zip_code,unique_id,kids_friendly
Café Latin,4.2,"30 Rue Saint-André des Arts, Paris",542,"30 Rue Saint-André des Arts, 75006 Paris, France",http://www.cafelatin.fr/,01 46 33 02 06,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fAM']","the best meal in paris! we had a fantastic dinner at cafe latin on a busy saturday evening but were seated right away. our waiter was super friendly, knowledgeable, and clearly passionate about the food.
the duck confit and veal kidney were the best dishes we’ve had in france, ever! the waiter also recommended a lovely wine that paired perfectly with our meal. i really can't recommend this place enough. if you find yourself in paris, go to cafe latin - you won't regret it!; we loved this place. happened to stumble in and had an amazing experience. the cook is a former michelin chef that opened his own place. the cheeseburger was to die for and the kidneys were exceptional if you're looking to go authentic. waitstaff and owner were so friendly and made sure our meal was perfect! highly recommend!; i had the steak tartare, one of the best one ai had. one of the owner is serving and is very friendly and you can see that he is passionate about his bistro. check it out, worth the detour!; we enjoyed a very nice meal at this restaurant. it was a busy night but we were seated promptly. the food was well presented and very tasty. the service was professional and friendly. there was a lovely atmosphere and at all times we were treated as welcome guests.; 14€ for 3 slices of cheese and some random salad. really? what a rip off. they weren’t good either.",48.8533669,2.3422756,0.595,True,0.0,0,75006,Café_75006_10,False
CAFE SAINT HONORÉ,4.3,"194 Rue Saint-Honoré, Paris",1573,"194 Rue Saint-Honoré, 75001 Paris, France",https://cafe-saint-ho.fr/,01 42 61 49 31,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']","we had an amazing dinner here this evening. the atmosphere was pleasant and chic. everything that we ordered was delicious and had a beautiful presentation. even our kids thourogly enjoyed their meal. the waiter was attentive and very friendly. conveniently located near the louvre and to emily in paris 😍 if you’re a fan! definitely recommend!; cute bistro located close to the louvre. we visited for lunch and had a french onion soup, a smoked salmon with toasts, and a nutella and strawberry crepe alongside a glass of wine. the food, the service, the ambiance - everything was good.; it was cold and raining so we were lucky to find this nice little gem just near louvre. waiter was very nice. we ordered two big beers with a happy hour price of 6 euros and a pizza parma san daniel for 20 euros. the pizza was fantastic! they were generously covered with good quality parma ham, rocket, shaved parmesan cheese and mini fresh mozzarella balls. comes with a bottle of chili olive oil on the side. taste heavenly and price is reasonable too. highly recommended.; the food was excellent, especially the salmon maison terreazure pizza! it’s a must try.
our waiter nathan was the friendliest and most hospitable waiter we encountered in paris, thank you for your beautiful service & great energy!
we will definitely be coming here again on our next trip.
merci pour tout; had lunch here after visiting the louvre. the service was fantastic,  the shop itself, is absolutely adorable and gorgeous all in one.

i had the croque madame and it was absolutely to die for!

i would highly recommend going here and would happily come back!",48.8626223,2.3380535,0.43,True,0.5,1,75001,CAFE_75001_11,True
Cocorico,4.4,"5 Rue du Bac, Paris",2056,"5 Rue du Bac, 75007 Paris, France",http://lecocorico.paris/,01 40 26 82 03,"['Monday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u200911:30\u202fPM']","nice restaurant with reasonable price.  it’s located across the bridge from the louvre museum.  the onion soup, frog leg and the snails are all delicious.  the atmosphere and service are top notch.; we were in a bit of rush to grab food but we didn’t want to eat fast food. cocorico served the food super fast and the service was excellent. probably we had lunch during the quiet hours but still are satisfied.

the atmosphere was nice as well. it was just a bit hot inside. good access to museums and central area.; beautiful restaurant right across the sien. perfect spot to dabble in french cuisine in between the museum rounds. they serve such delicious preparations. amazing quality of frog legs and octopus. every sauce was uniquely flavoured. best baguette ever! loved their mille feuille.; after a full day of wandering around the center of paris we have found this cozy place. frog legs as an aperitif, and octopus with duck as a main course added their flavor to the impression of the city of lovers. this restaurant will quietly add to my collection - a must visit. thanks to the staff for the pleasant atmosphere and delicious food.; we were very hungry after the louvre and so glad we chose this place. both the service and the food quality and preparation are absolutely excellent! we ate snails, onion soup, leg of sheep and octopus. the waiters were polite, cultured, attentive, but not intrusive. the quality of the food is excellent. we highly recommend this place to all tourists hungry for excursions in the louvre!",48.85907599999999,2.3291582,0.0,False,0.0,0,75007,Coco_75007_12,False
Meating Corner,4.6,"8 Rue des Lombards, Paris",1843,"8 Rue des Lombards, 75004 Paris, France",https://foodaffairs.fr/,01 40 24 67 28,"['Monday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 11:30\u202fAM\u2009–\u200910:30\u202fPM']","amir and salim were excellent waiters. we came two days in a row as the burgers were that good. first night it was the brother burger and father then the following evening 2x brother burger.

high quality burgers, with amazing bun and meat nicely done. ingredients were first class and i genuinely couldn’t fault anything even though i have very high standards when it comes to burgers; overall decent spot, cozy little restaurant and the burgers are pretty good. however taking off one full star due to the sweet potato fries. they are not very good, and were undercooked a good bit. if they fix this, willing to give five stars. good customer service though, so would recommend you check this place out.; super friendly and attentive staff. very clean and supper yummy burger. one of the best burgers 😍🤩🤩🤩
and trust me i tried sooo many burgers in my life . never fails me , i bring each time a group of friends with me and they adore it!
will come back for sure❤️
oh and dog friendly😌😌; burgers were delicious. there’s a lot of burger options and the atmosphere and decor is amazing. i recommend !; this place was amazing! the atmosphere is so nice for a romantic dinner. the burgers are amazing. my boyfriend is a lifelong vegetarian and said that the veggie burger was the best one he’s ever had. so freaking good - he ordered the uncle and i ordered the grandpa and we shared fries with cheese and fried onions. also the service was great - we needed to charge our phones after a long travel day and they had a phone charging station that they brought to the table.",48.85915989999999,2.3498898,0.0,True,0.0,0,75004,Meat_75004_13,False
La Fontaine Cuvier Restaurant,4.3,"20 Rue Cuvier, Paris",275,"20 Rue Cuvier, 75005 Paris, France",https://www.facebook.com/lafontainecuvier,01 55 43 83 22,"['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200910:00\u202fPM']","everyone knows french food is delicious but i wasn't expecting to get fantastic burgers in paris! stopped in randomly for dinner and this burger and fries was perfection. there's a whisper of garlic on the fries that's soooo good and the caramelized onions in the burger were delicious. definitely recommend.; i have eaten here twice in the last two nights and found the staff to be very friendly and the food was delicious . i had salmon in a crispy pastry with beautifully cooked vegetables in a sumptuous sauce and a medium rare beef dish with excellent fries and salad. the white wine and rose were wonderful too. great atmosphere and music. i will be back :-); great resto just next to the jardin des plantes. our 2nd time here and food was good and service right on.; we had amaizing evenings in this restaurant with real parisian view and vibe.
we had french fries and mousse au chocolat which was delicious but contained a little bit of lumps.
but we would definetely come back.; delicious burgers. close to the jardin de plants. the restaurant is on the corner of a street and easy to miss if you're coming from the north side. but if you do spot it, you'll will find a small restaurant that cooks your meal where you can see it from the outside terrace. the burgers are to die for, great taste. the lady serving us was very eager to help and explained everything to us in english. the restaurant is on a corner of a busy street though, which is not ideal, but probably worth it.",48.8440734,2.3551088,0.0,True,0.0,0,75005,LaF_75005_14,False
Loup,4.2,"44, rue du Louvre Angle, Rue Coquillière, Paris",1821,"44, rue du Louvre Angle, Rue Coquillière, 75001 Paris, France",http://loup-paris.com/,01 42 36 73 23,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u200912:00\u202fAM']","amazing food! we didn't know what to expect, but it was super good! we got a bunch of plates: salad, veggie burger, cordon blue, fish, and everything was perfectly cooked and delicious! the waiter was super fun and helpful, even if he was super busy because the place was almost full.
our only complaint was that sadly, the glasses weren't polished and mine had even lipstick stains on it.
even though i still recommend it sooo much! it was a great experience.; this was the last restaurant we visited on our last trip to paris. i am still so grateful i chose this one. the decor was fun and very artistic. i gonna say the french knows how to make a good burger. you can see from the photo it tasted incredible so juicy and so tasty. the onion soup is also a must amazing. don’t miss out on their cheese cake because it is simply the best cheesecake i have ever had. i don’t think i can find it anywhere in australia. the staffs are super friendly and patient. overall amazing experience. the roast chicken wasn’t very warm i don’t know if this is a french thing.; overall score 8 out of 10 👍🏻

(1) locations: (9/10)
great location,,, few steps from saint honore,,, just at the corner of rue de louvre and rue coquilliére, where many bistros and brassieres are around.

(2) escargots/ snails (9/10)
it’s typical in french cuisine, but the taste from place to another is different. here they make it really good, better than many other places around the city..

(3) onion soup (10/10)
well seasoned soup, crispy on top, cheesy, and you can live the french experience very clearly… i had it in different other places, but they weren’t convincing compared to this one.. it felt more authentic besides it was so delicious.

(4) burger 🍔 (9/10)
it would be a shame if i see any score below 9… we may not like the fact they didn’t ask how we like the meat cooked (it was made medium), yet it was fresh, juicy and delicious.. one of best burgers we ever had in our travels. the pickles lifted flavors to another level.  the cheese was only part of the experience not overwhelming where the bun was soft and worked very well with their sauce and veggies they added.

(5) baguette (4/10).  served on the table..
i can’t lie, it tasted like those commercial bread you eat anywhere else in the world… it’s far from authentic french bread, at least in my opinion.

(6) service (6/10)
although they were nice, yet very slow.

we saw chickens being roasted, so we will come back for sure to try them out.; it was an excellent spot to watch the evening marathon at the olympics, they had a large tv with the basketball final on too. the staff were very friendly and attentive. prices are on the higher side, but the good was excellent.; the food here is amazing, i had medium rare steak, snails and desserts. the cheesecake is the best.

for hot drinks, i ordered a cappuccino, it was the best cappuccino i've ever had.

the waiters and waitresses are really friendly as well, they aren't afraid to joke around and they're pleasant to talk with!",48.8639064,2.3425049,0.0,True,0.0,0,75001,Loup_75001_15,False
Les Belles Plantes,3.9,"47 Rue Cuvier, Paris",1169,"47 Rue Cuvier, 75005 Paris, France",https://www.restaurant-lesbellesplantes.com/?utm_source=Google&utm_medium=GMB&utm_campaign=LBP&y_source=1_MTE2NjUxOTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,01 40 79 80 72,"['Monday: 9:15\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 9:15\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 9:15\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 9:15\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 9:15\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 9:15\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:15\u202fAM\u2009–\u20096:00\u202fPM']","this is a very good restaurant with great atmosphere. i really like the outdoor settings because you are surrounded by plants and trees. when i went, it was raining and the sound of the rain made the experience more pleasant and enjoyable; beautiful atmosphere! we ordered the mezze board for a starter and it was amazing. the spritzers were refreshing and delicious. lovely little find.; great stop before exploring the garden outside is well shaded and friendly staff. inside is beautifully decorated and the bar had a great caribbean mule.; beautiful, great food, great service and fair prices. loved it. i’ll be back. i highly recommend their tiramisu; the food and service is pretty good! would definitely recommend getting lunch here after visiting the museums and zoo nearby.
my kid loved the pasta so much that he actually finished the entire pasta portion ( which is quite huge portion ) by himself.",48.8446155,2.3569026,0.2027999999999999,True,0.0,0,75005,Les_75005_16,True
MONBLEU Faubourg Montmartre,4.5,"37 Rue du Faubourg Montmartre, Paris",2170,"37 Rue du Faubourg Montmartre, 75009 Paris, France",http://www.monbleu.fr/,01 45 89 23 96,"['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20094:00\u202fPM']","we decide to take the extra fondant pasta (truffle +3€) and the roasted st nectaire with ham. needless to say it was absolutely excellent ! as french and cheese lover i’m very picky usually but i can say this is now my new favorite cheese place. can’t believe i’ve never came here before. thank you so much for those delicious meal we will come back for sure. thanks for our lovely waiter that took time to translate everything !; great selection of cheeses and wine. missing some condiments such as jams or dips. wine list is also nice. highly recommend the crème brûlée cheese!! 🤤🤤🤤; great place to enjoy some delicious cheese and fresh salads! the outdoor vibe was fantastic—until a bottle came flying out of a second-floor window and shattered just 5cm from us. we nearly had a 'parisian drama' moment, but hey, what happens in paris stays in paris, right? 😄; the cheeses in this place are something! servers were nice and smily and the food came fast.
for two people we had the plateau of 5 cheese, portion of jambon blanc, two glasses of wine and dish of chicken to share. price 83€, fair for te quality of the food (the fridges  plenty of cheeses from france and out in the entrance simply deserve the 5 star), but i found the chicken slightly expensive for the size.
the ambiance in the restaurant is cool, we seated on the second floor and we loved the more relaxed vibe. i would definitely recommend this place for a cheese lover visiting paris.; absolutely delicious food! the menu is small which makes the decision easier to make. i went to fancy restaurant yesterday for the dinner and now i realize it was nothing compared the food i had at monblue. service is good, atmosphere is authentic, with many cheeses and comfy seats. cheese lovers check it out!",48.8740931,2.3420946,0.0,True,0.0,0,75009,MONB_75009_17,False
Santa Lyna,4.8,"96 Boulevard de Sébastopol, Paris",6525,"96 Bd de Sébastopol, 75003 Paris, France",https://thehungryfamily.com/santa-lyna/,09 71 07 94 38,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']","i loved this place! i had the chicken waffle, the almond butter chai latte, and fresh oj. highly recommend - i even tried their sister restaurant the day after, which was just as good. the service was great — thanks so much to gabriel and cesar. will definitely be back.; no reservations. you have to stand in line

some interesting twist to you’re usual brunch favorites. they look good & taste even better

it does get very very busy on weekends. so if you’re a tourist take time into account; great place, nice vibes and good food. the portions were really big for the price! also the iced strawberry matcha was super good. i loved the chicken waffle it was amazing!; the vibes were absolutely amazing. great food, amazing concept, diverse menu, cool decor and great staff. everyone was very accommodating, even to special requests. overall we all had a great time here 2 days in a row. that’s how great it was. (side note the music was amazing too).; had the spicy crispy waffle. very nice but a bit on the dry side and definitely needs maple syrup as an addition. friends pink tacos were good too.
great service from abu.",48.8666682,2.3530598,0.0,True,0.0,0,75003,Sant_75003_18,False
Chez Nicos,4.8,"44 Rue Mouffetard, Paris",2130,"44 Rue Mouffetard, 75005 Paris, France",http://cheznicos.fr/,01 45 87 28 13,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']","the staff was really nice, helped us with our order because we didn’t understand french.
the salt crepe was really really delicious! we’re used to sweet crepes, but the combination with the salty fillings was perfect. we were really full after 😅 the crepe was very big and well served!
i really wanted the sweet crepe for dessert, but i couldn’t get anything after 😂
highly recommend this place! it wasn’t expensive at all!

edit: we came back twice after this review and it exceeded our already high expectations. the nutella and banana crepe is to die for! 🤤; made-on-demand crepe with lots of options for fillings. we went savory this time with ham and cheese, they were super generous with the filling. thing with it having tomatoes though is the bottom gets a bit soggy. nonetheless a very enjoyable and filling midnight snack.; great crepe, i tried banana and nutella crepe. really yummy 😋
then i went ahead and had one more, dark chocolate with coconut. equally good. i also had a coffee shot to have a good combination of sweet and bitter.; this is the most surprisingly tasty and filling meal. i went twice in one day because it was so good! best food!! wish i could go back it was that great. the chef crepe was my favorite. the nutella banana was also great; we came to paris for 6 days and we came to nicos on our second day here. we came back today because the first time was that good (and we might be coming back tomorrow for lunch as well 😂). this time was even better. freshly made salted crepes… even more delicious than the first time. very well served, we get out of here with our tummies full and happy.
the staff is very kind and thoughtful.
we will make sure to come back here next time we’re in paris.

10/10!! highly recommend.",48.8435686,2.3493977,0.0,True,0.0,0,75005,Chez_75005_19,False
Le bon moment café,4.7,"24 Rue des Bernardins, Paris",383,"24 Rue des Bernardins, 75005 Paris, France",https://lebonmomentparis.eatbu.com/,09 83 09 51 53,"['Monday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']","what a beautiful cafe! the staff is super friendly and kind. the latte was delicious, and so were my pancakes! they reminded me of american pancakes, which are not easy to find in paris. i definitely recommend. i can’t wait to go back and try more things on the menu!; we ate here recently for breakfast. it's a really cute café in a very quiet street. my friend and i ordered pancakes, i ordered also the açai bowl. the food was absolutely delicious, and the only fault i had was that the pancakes are so small and unfortunately not filling at all. they were great though but definitely need at least 50% more. the staff are very nice and attentive. the plates were beautifully presented. the coffee is exceptional here, my new favourite café for coffee. highly recommend this place.; i recently tried the passion fruit iced tea at this café, and it was fantastic. refreshing and full of flavor, it was the perfect drink for a warm day. the café's setting by the seine and next to notre-dame makes it even more enjoyable. the beautiful surroundings add to the relaxing atmosphere. highly recommend giving it a try!; one of the first places i visit when i arrive to my first visit to paris. i needed to work something in my computer and it was great the atmosphere, very wholesome. it has an area for kids to read. the owners were so nice and welcoming. the coffee and the chocolate chip cookies were great (i am a fan of 🍪). if i ever go back i will like to visit once again. i wish the best to this café.; really cute & lovely coffee shop! loved the staff there, really nice! in terms of food, we took a carrot cake, a black sesame latte & mango&pineapple smoothie. everything was really good! i would love to come back and try the other things there. in terms of space, there are not a lot of tables so it can be easily packed, not suitable for big groups. i would recommend coming there! ++ for the lovely menu which was probably handmade and then printed.",48.850106,2.3504724,0.0,True,0.0,1,75005,Leb_75005_20,True
